%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0016114	terpenoid_biosynthetic_process	0.275%	null	null	5.136	-1.7755	0.787	0.948	GO:0008299	1
Biological_Process	GO:0016119	carotene_metabolic_process	0.001%	-2.421	 2.409	2.549	-1.7607	0.862	0.620	GO:0016119	0
Biological_Process	GO:0016120	carotene_biosynthetic_process	0.000%	null	null	1.973	-1.7607	0.848	0.925	GO:0016119	1
Biological_Process	GO:0019288	isopentenyl_diphosphate_biosynthetic_process,_methylerythritol_4-phosphate_pathway	0.152%	null	null	4.878	-1.7607	0.769	0.991	GO:0008299	1
Biological_Process	GO:0030421	defecation	0.000%	 0.510	-0.596	1.929	-1.7607	0.899	0.541	GO:0030421	0
Biological_Process	GO:0031291	Ran_protein_signal_transduction	0.001%	null	null	2.813	-1.7607	0.824	0.721	GO:0007266	1
Biological_Process	GO:0033077	T_cell_differentiation_in_thymus	0.005%	null	null	3.422	-1.7607	0.797	0.920	GO:0030217	1
Biological_Process	GO:0042819	vitamin_B6_biosynthetic_process	0.102%	null	null	4.706	-1.7607	0.815	0.998	GO:0008615	1
Biological_Process	GO:0046246	terpene_biosynthetic_process	0.000%	null	null	2.152	-1.7607	0.846	0.940	GO:0016119	1
Biological_Process	GO:0046963	3'-phosphoadenosine_5'-phosphosulfate_transport	0.000%	null	null	1.602	-1.7607	0.879	0.745	GO:0015865	1
Biological_Process	GO:0050690	regulation_of_defense_response_to_virus_by_virus	0.270%	null	null	5.128	-1.7607	0.752	0.721	GO:0043902	1
Biological_Process	GO:0061014	positive_regulation_of_mRNA_catabolic_process	0.001%	 6.249	-1.984	2.713	-1.7607	0.743	0.600	GO:0061014	0
Biological_Process	GO:1902559	3'-phospho-5'-adenylyl_sulfate_transmembrane_transport	0.000%	null	null	1.602	-1.7607	0.861	0.733	GO:0015865	1
Biological_Process	GO:1902932	positive_regulation_of_alcohol_biosynthetic_process	0.001%	null	null	2.808	-1.7607	0.711	0.720	GO:1902930	1
Biological_Process	GO:0006955	immune_response	0.380%	null	null	5.277	-1.7535	0.893	0.878	GO:0043902	1
Biological_Process	GO:0032786	positive_regulation_of_DNA-templated_transcription,_elongation	0.003%	 6.488	-1.011	3.228	-1.7479	0.742	0.517	GO:0032786	0
Biological_Process	GO:0098660	inorganic_ion_transmembrane_transport	2.581%	null	null	6.108	-1.7390	0.783	0.857	GO:0034220	1
Biological_Process	GO:1901576	organic_substance_biosynthetic_process	28.886%	 1.286	 3.949	7.157	-1.7390	0.906	0.387	GO:1901576	0
Biological_Process	GO:0090150	establishment_of_protein_localization_to_membrane	0.232%	null	null	5.061	-1.7317	0.727	0.958	GO:0015031	1
Biological_Process	GO:0019682	glyceraldehyde-3-phosphate_metabolic_process	0.152%	-1.474	 2.034	4.878	-1.7310	0.884	0.278	GO:0019682	0
Biological_Process	GO:0043433	negative_regulation_of_sequence-specific_DNA_binding_transcription_factor_activity	0.008%	 6.414	-0.364	3.580	-1.7310	0.789	0.250	GO:0043433	0
Biological_Process	GO:0010565	regulation_of_cellular_ketone_metabolic_process	0.043%	 6.099	-3.141	4.332	-1.7261	0.800	0.668	GO:0010565	0
Biological_Process	GO:0061013	regulation_of_mRNA_catabolic_process	0.001%	 5.842	-1.237	2.792	-1.7261	0.798	0.644	GO:0061013	0
Biological_Process	GO:0009756	carbohydrate_mediated_signaling	0.003%	null	null	3.144	-1.7005	0.801	0.918	GO:0010182	1
Biological_Process	GO:0010182	sugar_mediated_signaling_pathway	0.003%	 4.821	-5.247	3.143	-1.7005	0.801	0.435	GO:0010182	0
Biological_Process	GO:0016128	phytosteroid_metabolic_process	0.002%	-2.223	 5.408	3.093	-1.7005	0.812	0.486	GO:0016128	0
Biological_Process	GO:0016129	phytosteroid_biosynthetic_process	0.002%	null	null	3.084	-1.7005	0.782	0.742	GO:1902930	1
Biological_Process	GO:0071446	cellular_response_to_salicylic_acid_stimulus	0.004%	null	null	3.329	-1.7005	0.905	0.991	GO:0009863	1
Biological_Process	GO:0032506	cytokinetic_process	0.290%	null	null	5.159	-1.6985	0.829	0.958	GO:0061640	1
Biological_Process	GO:0000749	response_to_pheromone_involved_in_conjugation_with_cellular_fusion	0.001%	 2.430	-3.022	2.465	-1.6975	0.880	0.596	GO:0000749	0
Biological_Process	GO:0009863	salicylic_acid_mediated_signaling_pathway	0.004%	 4.564	-4.907	3.328	-1.6975	0.794	0.598	GO:0009863	0
Biological_Process	GO:0015074	DNA_integration	0.781%	 1.508	 3.647	5.590	-1.6975	0.892	0.252	GO:0015074	0
Biological_Process	GO:0045940	positive_regulation_of_steroid_metabolic_process	0.001%	null	null	2.790	-1.6975	0.720	0.779	GO:0042304	1
Biological_Process	GO:0034243	regulation_of_transcription_elongation_from_RNA_polymerase_II_promoter	0.003%	null	null	3.165	-1.6921	0.792	0.927	GO:0032968	1
Biological_Process	GO:0043488	regulation_of_mRNA_stability	0.003%	 6.329	-2.955	3.214	-1.6921	0.837	0.512	GO:0043488	0
Biological_Process	GO:0070727	cellular_macromolecule_localization	0.671%	null	null	5.523	-1.6824	0.826	0.878	GO:0015031	1
Biological_Process	GO:0006887	exocytosis	0.034%	-4.953	-4.444	4.231	-1.6770	0.806	0.624	GO:0006887	0
Biological_Process	GO:0051984	positive_regulation_of_chromosome_segregation	0.000%	 5.875	-5.168	2.161	-1.6639	0.795	0.425	GO:0051984	0
Biological_Process	GO:0007088	regulation_of_mitosis	0.014%	null	null	3.857	-1.6542	0.705	0.908	GO:0045840	1
Biological_Process	GO:0072599	establishment_of_protein_localization_to_endoplasmic_reticulum	0.099%	null	null	4.692	-1.6488	0.834	0.993	GO:0015031	1
Biological_Process	GO:0006352	DNA-templated_transcription,_initiation	0.463%	 2.612	 4.919	5.362	-1.6423	0.852	0.321	GO:0006352	0
Biological_Process	GO:0071826	ribonucleoprotein_complex_subunit_organization	0.109%	-0.192	 0.377	4.732	-1.6354	0.909	0.683	GO:0071826	0
Biological_Process	GO:1902101	positive_regulation_of_metaphase/anaphase_transition_of_cell_cycle	0.001%	null	null	2.412	-1.6236	0.701	0.793	GO:0045840	1
Biological_Process	GO:0016126	sterol_biosynthetic_process	0.006%	null	null	3.488	-1.6209	0.771	0.797	GO:1902930	1
Biological_Process	GO:0015865	purine_nucleotide_transport	0.003%	-5.395	-4.050	3.161	-1.6203	0.869	0.468	GO:0015865	0
Biological_Process	GO:0034427	nuclear-transcribed_mRNA_catabolic_process,_exonucleolytic,_3'-5'	0.000%	null	null	2.396	-1.6203	0.874	0.767	GO:0000290	1
Biological_Process	GO:2001235	positive_regulation_of_apoptotic_signaling_pathway	0.009%	 5.914	-5.674	3.635	-1.6203	0.738	0.553	GO:2001235	0
Biological_Process	GO:1901566	organonitrogen_compound_biosynthetic_process	9.297%	 0.522	 5.740	6.665	-1.6162	0.887	0.460	GO:1901566	0
Biological_Process	GO:0044770	cell_cycle_phase_transition	0.030%	null	null	4.174	-1.6070	0.860	0.749	GO:0061640	1
Biological_Process	GO:0007569	cell_aging	0.006%	null	null	3.454	-1.5885	0.861	0.889	GO:0010259	1
Biological_Process	GO:0051783	regulation_of_nuclear_division	0.017%	null	null	3.922	-1.5852	0.742	0.818	GO:0045840	1
Biological_Process	GO:0000184	nuclear-transcribed_mRNA_catabolic_process,_nonsense-mediated_decay	0.004%	null	null	3.337	-1.5827	0.861	0.846	GO:0000290	1
Biological_Process	GO:0006367	transcription_initiation_from_RNA_polymerase_II_promoter	0.019%	 2.391	 4.268	3.986	-1.5789	0.863	0.448	GO:0006367	0
Biological_Process	GO:0000291	nuclear-transcribed_mRNA_catabolic_process,_exonucleolytic	0.001%	null	null	2.734	-1.5779	0.870	0.794	GO:0000290	1
Biological_Process	GO:0009814	defense_response,_incompatible_interaction	0.006%	 2.133	-3.195	3.507	-1.5779	0.884	0.675	GO:0009814	0
Biological_Process	GO:0009408	response_to_heat	0.121%	 1.795	-2.836	4.778	-1.5764	0.936	0.304	GO:0009408	0
Biological_Process	GO:1901992	positive_regulation_of_mitotic_cell_cycle_phase_transition	0.002%	null	null	3.093	-1.5730	0.735	0.925	GO:0045840	1
Biological_Process	GO:0009627	systemic_acquired_resistance	0.005%	 2.185	-3.516	3.415	-1.5619	0.883	0.369	GO:0009627	0
Biological_Process	GO:0045540	regulation_of_cholesterol_biosynthetic_process	0.001%	null	null	2.543	-1.5619	0.719	0.905	GO:1902930	1
Biological_Process	GO:0002181	cytoplasmic_translation	0.003%	 2.980	 2.410	3.139	-1.5599	0.902	0.228	GO:0002181	0
Biological_Process	GO:0051641	cellular_localization	1.638%	-5.442	-4.555	5.911	-1.5597	0.892	0.354	GO:0051641	0
Biological_Process	GO:0006449	regulation_of_translational_termination	0.033%	null	null	4.219	-1.5572	0.704	0.874	GO:0006415	1
Biological_Process	GO:0006829	zinc_ion_transport	0.043%	-5.244	-4.148	4.335	-1.5572	0.864	0.483	GO:0006829	0
Biological_Process	GO:0007008	outer_mitochondrial_membrane_organization	0.002%	null	null	3.043	-1.5572	0.855	0.894	GO:0046902	1
Biological_Process	GO:0007282	cystoblast_division	0.000%	 1.566	-1.317	1.079	-1.5572	0.816	0.612	GO:0007282	0
Biological_Process	GO:0008614	pyridoxine_metabolic_process	0.102%	null	null	4.706	-1.5572	0.810	0.998	GO:0008615	1
Biological_Process	GO:0010884	positive_regulation_of_lipid_storage	0.001%	 1.605	-7.126	2.727	-1.5572	0.753	0.451	GO:0010884	0
Biological_Process	GO:0010928	regulation_of_auxin_mediated_signaling_pathway	0.000%	 4.279	-4.688	2.297	-1.5572	0.806	0.536	GO:0010928	0
Biological_Process	GO:0015985	energy_coupled_proton_transport,_down_electrochemical_gradient	0.450%	null	null	5.350	-1.5572	0.809	0.777	GO:0034220	1
Biological_Process	GO:0015986	ATP_synthesis_coupled_proton_transport	0.450%	null	null	5.350	-1.5572	0.695	0.777	GO:0034220	1
Biological_Process	GO:0030212	hyaluronan_metabolic_process	0.003%	-1.643	 2.518	3.107	-1.5572	0.936	0.150	GO:0030212	0
Biological_Process	GO:0031086	nuclear-transcribed_mRNA_catabolic_process,_deadenylation-independent_decay	0.000%	null	null	1.826	-1.5572	0.880	0.726	GO:0000290	1
Biological_Process	GO:0031087	deadenylation-independent_decapping_of_nuclear-transcribed_mRNA	0.000%	null	null	1.813	-1.5572	0.880	0.725	GO:0000290	1
Biological_Process	GO:0035023	regulation_of_Rho_protein_signal_transduction	0.037%	null	null	4.266	-1.5572	0.779	0.874	GO:0007266	1
Biological_Process	GO:0042262	DNA_protection	0.004%	 3.524	-1.468	3.297	-1.5572	0.833	0.422	GO:0042262	0
Biological_Process	GO:0045040	protein_import_into_mitochondrial_outer_membrane	0.002%	null	null	3.040	-1.5572	0.735	0.894	GO:0046902	1
Biological_Process	GO:0046635	positive_regulation_of_alpha-beta_T_cell_activation	0.003%	null	null	3.169	-1.5572	0.748	0.934	GO:0030217	1
Biological_Process	GO:0051176	positive_regulation_of_sulfur_metabolic_process	0.000%	 5.725	-3.534	2.167	-1.5572	0.816	0.426	GO:0051176	0
Biological_Process	GO:0090074	negative_regulation_of_protein_homodimerization_activity	0.000%	 4.245	-3.772	1.959	-1.5572	0.897	0.487	GO:0090074	0
Biological_Process	GO:1902255	positive_regulation_of_intrinsic_apoptotic_signaling_pathway_by_p53_class_mediator	0.000%	null	null	2.053	-1.5572	0.774	0.753	GO:2001235	1
Biological_Process	GO:1902644	tertiary_alcohol_metabolic_process	0.001%	-1.147	 2.915	2.750	-1.5572	0.877	0.468	GO:1902644	0
