gene	bias1	bias2	bias3	mean	SD
Sm_t00000212-RA	20.35	21.29	27.24	22.96	3.73626819165862
Sm_t00000213-RA	16.34	24.1	NA	20.22	5.48714862200761
Sm_t00000214-RA	34.87	33.76	23.37	30.6666666666667	6.34342441693233
Sm_t00000215-RA	18.11	20.98	23.21	20.7666666666667	2.55668405035377
Sm_t00000216-RA	18.33	19.41	23.36	20.3666666666667	2.64794889175251
Sm_t00000217-RA	3.76	11.59	6.22	7.19	4.00411038808872
Sm_t00000218-RA	10.26	10.78	13.54	11.5266666666667	1.76287643734135
Sm_t00000220-RA	100	100	100	100	0
Sm_t00000223-RA	17.86	11.59	12	13.8166666666667	3.50762502746992
Sm_t00000225-RA	20.02	24.35	27.91	24.0933333333333	3.95125718390152
Sm_t00000226-RA	11.04	12.95	15.81	13.2666666666667	2.40071517122155
Sm_t00000227-RA	15.74	10.28	10.46	12.16	3.1016769657719
Sm_t00000228-RA	20.02	15.95	12.86	16.2766666666667	3.59116044383056
Sm_t00000229-RA	25.28	25.4	28.11	26.2633333333333	1.60038537025722
Sm_t00000230-RA	12.63	10.18	7	9.93666666666667	2.82287678323609
Sm_t00000231-RA	36.12	32.88	34.25	34.4166666666667	1.62641733061761
Sm_t00000232-RA	7.4	11.08	14.36	10.9466666666667	3.48191518181206
Sm_t00000233-RA	21.54	21.83	20.6	21.3233333333333	0.642987817406622
Sm_t00000234-RA	50.97	54.38	60.14	55.1633333333333	4.6349145982783
Sm_t00000235-RA	65.08	66.39	64.47	65.3133333333333	0.981036866449643
Sm_t00000236-RA	8.71	18.85	17.25	14.9366666666667	5.4514707495623
Sm_t00000237-RA	52.57	46.93	46.09	48.53	3.52386151827792
Sm_t00000238-RA	17.2	22.61	8.71	16.1733333333333	7.00664208685825
Sm_t00000239-RA	16.55	21.67	14.98	17.7333333333333	3.49846156665088
Sm_t00000240-RA	14.25	20.88	15.96	17.03	3.44207786082767
Sm_t00000241-RA	19.77	5.44	13.77	12.9933333333333	7.19650146483229
Sm_t00000242-RA	13.76	4.73	17.11	11.8666666666667	6.40348602976014
Sm_t00000243-RA	19.67	21.12	22.46	21.0833333333333	1.39536136299287
Sm_t00000245-RA	44.62	35.92	29.45	36.6633333333333	7.61226860622596
Sm_t00000248-RA	37.85	41.66	43.56	41.0233333333333	2.90775400151618
Sm_t00000249-RA	31.02	29.64	40.77	33.81	6.06690201008719
Sm_t00000250-RA	33.19	31.15	26.29	30.21	3.54474258585867
Sm_t00000251-RA	50.2	43.16	59.33	50.8966666666667	8.1074800852875
Sm_t00000252-RA	3.51	6.99	4.66	5.05333333333333	1.77302942257971
Sm_t00000253-RA	26.87	30.81	23.8	27.16	3.51398634032632
Sm_t00000255-RA	13.49	11.33	10.27	11.6966666666667	1.64101594548418
Sm_t00000256-RA	42.07	46.07	43.55	43.8966666666667	2.02240780589211
Sm_t00000257-RA	18.71	15.15	11.41	15.09	3.65036984427606
Sm_t00000258-RA	20.09	16.66	29.7	22.15	6.75966715156893
Sm_t00000260-RA	69.3	72.62	74.98	72.3	2.85348909232189
Sm_t00000261-RA	35.26	24.36	38.76	32.7933333333333	7.51021526544568
Sm_t00000263-RA	27.01	27.49	18.48	24.3266666666667	5.0690465901719
Sm_t00000264-RA	13.89	14.97	13.67	14.1766666666667	0.695796905234087
Sm_t00000265-RA	3.6	9.13	10.07	7.6	3.49584038537231
Sm_t00000266-RA	39.58	41.69	41.1	40.79	1.0886229834061
Sm_t00000267-RA	49.12	48.29	42.31	46.5733333333333	3.71540486802358
Sm_t00000268-RA	13.42	12.85	14.5	13.59	0.838033412221733
Sm_t00000269-RA	16.02	14.58	18.29	16.2966666666667	1.87040993724192
Sm_t00000270-RA	18.98	16.03	15.37	16.7933333333333	1.92224694910236
Sm_t00000271-RA	9.65	15.48	14.68	13.27	3.16042718631517
Sm_t00000272-RA	18.08	19.19	34.34	23.87	9.08425561067059
Sm_t00000275-RA	13.23	14.65	5.57	11.15	4.88430138300249
Sm_t00000279-RA	28.64	41.26	34.23	34.71	6.32367772739883
Sm_t00000280-RA	14.82	22.91	14.92	17.55	4.64216544298025
Sm_t00000281-RA	21.81	16.95	27.91	22.2233333333333	5.49167855335082
Sm_t00000282-RA	20.88	18.25	16.9	18.6766666666667	2.0240141633233
Sm_t00000284-RA	17.78	15.27	17.44	16.83	1.36165340670818
Sm_t00000286-RA	30.87	34.99	27.73	31.1966666666667	3.64100718666324
Sm_t00000288-RA	10.71	8.25	7.49	8.81666666666667	1.68313200116133
Sm_t00000295-RA	55.37	58.08	55.1	56.1833333333333	1.64809991606496
Sm_t00000296-RA	13.93	6.44	7.65	9.34	4.02083324697755
Sm_t00000298-RA	37.43	40.24	27.83	35.1666666666667	6.50722931310503
Sm_t00000299-RA	1.86	5.33	5.01	4.06666666666667	1.91771565497425
Sm_t00000300-RA	25.63	26.85	22.81	25.0966666666667	2.07213255689238
Sm_t00000301-RA	29.13	16.83	24.59	23.5166666666667	6.21984994459941
Sm_t00000302-RA	28.43	24.63	11.79	21.6166666666667	8.71966360207395
Sm_t00000303-RA	35.05	33.99	43.27	37.4366666666667	5.0795406616478
Sm_t00000304-RA	22.75	17.96	10.41	17.04	6.22122978196433
Sm_t00000305-RA	5.41	6.09	4.4	5.3	0.850352867931895
Sm_t00000306-RA	53.89	40.67	40.72	45.0933333333333	7.61817782237546
Sm_t00000307-RA	8.86	9.46	11.66	9.99333333333333	1.4742229591664
Sm_t00000309-RA	14.89	17.09	19.73	17.2366666666667	2.42333104080589
Sm_t00000310-RA	27.17	26.73	31.75	28.55	2.78
Sm_t00000312-RA	53.67	52.9	55.23	53.9333333333333	1.18711133990596
Sm_t00000315-RA	19.31	13.51	22.69	18.5033333333333	4.64285831501817
Sm_t00000316-RA	5.88	1.54	3.7	3.70666666666667	2.17000768047796
Sm_t00000317-RA	25.06	21.15	26.66	24.29	2.83455463873957
Sm_t00000318-RA	33.59	37.53	57.91	43.01	13.0532907728281
Sm_t00000319-RA	9.88	4.47	21.28	11.8766666666667	8.58102752200069
Sm_t00000320-RA	10.4	4.27	12.68	9.11666666666667	4.34939459388699
Sm_t00000321-RA	9.28	14.17	9.88	11.11	2.66696456669375
Sm_t00000322-RA	16.67	9.86	14.29	13.6066666666667	3.4560430167076
Sm_t00000323-RA	9.35	6.83	9.37	8.51666666666667	1.4607304109018
Sm_t00000324-RA	9.06	9.61	6.41	8.36	1.71099386322687
Sm_t00000325-RA	21.84	19.94	13.6	18.46	4.31476534703801
Sm_t00000330-RA	12.76	14.58	13.75	13.6966666666667	0.911171407218935
Sm_t00000332-RA	13.04	13.38	12.6	13.0066666666667	0.391066916695
Sm_t00000334-RA	21.74	17.55	21.57	20.2866666666667	2.37154661209375
Sm_t00000335-RA	12.15	11.66	10.26	11.3566666666667	0.980832979325906
Sm_t00000336-RA	13.86	9.95	16.99	13.6	3.52719435245635
Sm_t00000337-RA	3.83	4.8	3.9	4.17666666666667	0.540955943985583
Sm_t00000338-RA	27.15	29.19	34.13	30.1566666666667	3.58900171821265
Sm_t00000343-RA	25.31	43.2	33.47	33.9933333333333	8.95647438076687
Sm_t00000344-RA	25.93	25.34	22.3	24.5233333333333	1.9479305257974
Sm_t00000350-RA	7.86	6.05	7.14	7.01666666666667	0.911281149444744
Sm_t00000351-RA	19.98	24.06	35.6	26.5466666666667	8.10146488811334
Sm_t00000354-RA	25.84	22.04	22.66	23.5133333333333	2.03865969041754
Sm_t00000357-RA	13.54	10.46	5.32	9.77333333333333	4.15279825338691
Sm_t00000358-RA	27.31	33.53	31.32	30.72	3.15310957627546
Sm_t00000359-RA	12.18	9.7	13.25	11.71	1.82107111338355
Sm_t00000360-RA	24.05	24.19	26.03	24.7566666666667	1.10495852109178
Sm_t00000361-RA	10.86	22.24	13.66	15.5866666666667	5.92959807519307
Sm_t00000362-RA	38.83	20.04	30.23	29.7	9.40620539856535
Sm_t00000364-RA	31.02	37.33	15.95	28.1	10.9850307236712
Sm_t00000368-RA	38.06	39.15	33.93	37.0466666666667	2.75358554131397
Sm_t00000369-RA	17.8	19.25	18.71	18.5866666666667	0.732825581795104
Sm_t00000371-RA	46.73	31.37	9.85	29.3166666666667	18.5255427270926
Sm_t00000372-RA	5.31	17.21	23.23	15.25	9.11936401291231
Sm_t00000373-RA	61.72	48.4	61.07	57.0633333333333	7.50970261284249
Sm_t00000374-RA	100	100	100	100	0
Sm_t00000375-RA	7.14	12.26	7.17	8.85666666666667	2.94741129354784
Sm_t00000376-RA	12.19	12.59	14.35	13.0433333333333	1.14914460940881
Sm_t00000377-RA	51.61	63.86	64.68	60.05	7.32074449765869
Sm_t00000378-RA	43.42	37.42	41.56	40.8	3.07135149404948
Sm_t00000379-RA	13.51	21.05	24.16	19.5733333333333	5.47640697294616
Sm_t00000380-RA	83.99	79.14	74.24	79.1233333333333	4.87502136747454
Sm_t00000383-RA	18	19.61	24.11	20.5733333333333	3.16686490607562
Sm_t00000385-RA	20.2	26.44	23.47	23.37	3.1212016916566
Sm_t00000392-RA	21.99	17.84	21.85	20.56	2.35662894830731
Sm_t00000393-RA	16.12	21.55	20.86	19.51	2.95602774005928
Sm_t00000394-RA	32.46	29.44	31.5	31.1333333333333	1.54302732747458
Sm_t00000395-RA	27.7	36.99	33.16	32.6166666666667	4.66877214407957
Sm_t00000396-RA	13.18	15.41	18.06	15.55	2.44301043796378
Sm_t00000397-RA	41.91	47.88	35.64	41.81	6.12061271442656
Sm_t00000398-RA	15.57	28.2	40.42	28.0633333333333	12.4255637028399
Sm_t00000400-RA	18.35	22.58	14.63	18.52	3.97772548072388
Sm_t00000401-RA	100	100	100	100	0
Sm_t00000403-RA	12.25	8.82	9.55	10.2066666666667	1.80682963594616
Sm_t00000404-RA	7.36	8.79	12.36	9.50333333333333	2.57519578543716
Sm_t00000405-RA	22.43	13.99	11.31	15.91	5.8033094006782
Sm_t00000406-RA	9.13	10.71	2.7	7.51333333333333	4.24266818562722
Sm_t00000407-RA	24.89	NA	29.53	27.21	3.28097546470558
Sm_t00000409-RA	18.4	12.74	11.87	14.3366666666667	3.54573452662961
Sm_t00000410-RA	35.69	35.44	36.2	35.7766666666667	0.387341365378571
Sm_t00000411-RA	37.42	45.74	37.03	40.0633333333333	4.92000338753271
Sm_t00000412-RA	28.37	42.45	37.71	36.1766666666667	7.1641421910326
Sm_t00000416-RA	100	72.23	100	90.7433333333333	16.0330169753959
Sm_t00000417-RA	10.98	12.53	19.03	14.18	4.27112397385044
Sm_t00000418-RA	23.53	29.38	14.25	22.3866666666667	7.62952379466329
Sm_t00000419-RA	37.07	41.98	43.01	40.6866666666667	3.174182309404
Sm_t00000420-RA	15.25	17.22	28.69	20.3866666666667	7.25804610989303
Sm_t00000421-RA	5.76	13.34	13.55	10.8833333333333	4.43817905602437
Sm_t00000422-RA	11.82	6.3	16.5	11.54	5.10576145153688
Sm_t00000423-RA	22.39	15.12	12.67	16.7266666666667	5.0552579888007
Sm_t00000424-RA	65.67	58.73	40.29	54.8966666666667	13.1170474319998
Sm_t00000425-RA	100	100	100	100	0
Sm_t00000426-RA	53.89	48.26	52.45	51.5333333333333	2.92479628920261
Sm_t00000427-RA	56.33	45.57	63.65	55.1833333333333	9.09437921649044
Sm_t00000433-RA	26.63	32.09	20.87	26.53	5.61066840937869
Sm_t00000434-RA	5.61	8.55	9.11	7.75666666666667	1.88003546065848
Sm_t00000435-RA	17.01	22.85	20.12	19.9933333333333	2.92205977579743
Sm_t00000437-RA	39.25	41.74	48.82	43.27	4.96506797536549
Sm_t00000438-RA	20.52	19.67	19.08	19.7566666666667	0.723901466591507
Sm_t00000444-RA	21.6	17.02	29.27	22.63	6.18961226572392
Sm_t00000445-RA	14.33	9.49	20.23	14.6833333333333	5.37871112194486
Sm_t00000446-RA	37.93	65.07	59.36	54.12	14.3086721955603
Sm_t00000448-RA	0	17.6	2.78	6.79333333333333	9.46150798410768
Sm_t00000450-RA	8.59	14.66	19.68	14.31	5.55327831105195
Sm_t00000451-RA	8.21	11.69	5.94	8.61333333333333	2.89614111074259
Sm_t00000452-RA	7.61	8.2	5.23	7.01333333333333	1.5723337219984
Sm_t00000454-RA	19.48	0	1.27	6.91666666666667	10.8986803482501
Sm_t00000455-RA	12.24	2.27	17.33	10.6133333333333	7.66064183559924
Sm_t00000456-RA	18.92	17.78	18.73	18.4766666666667	0.610764548196221
Sm_t00000460-RA	16.3	16.22	21.37	17.9633333333333	2.95053102565171
Sm_t00000461-RA	10.13	20.28	17.69	16.0333333333333	5.27390114937068
Sm_t00000462-RA	13.06	8.24	11.39	10.8966666666667	2.44757703317655
Sm_t00000463-RA	29.64	29.35	49.99	36.3266666666667	11.8336821544832
Sm_t00000464-RA	7.98	10.33	12.05	10.12	2.04311037391522
Sm_t00000466-RA	18.93	17.72	18.07	18.24	0.622655603042324
Sm_t00000468-RA	16.85	13.16	18.48	16.1633333333333	2.72566199909918
Sm_t00000470-RA	25.81	26.64	19.11	23.8533333333333	4.12875687505735
Sm_t00000474-RA	45.96	23.79	30.77	33.5066666666667	11.3355296891382
Sm_t00000475-RA	11.85	9.35	13.77	11.6566666666667	2.21633330826691
Sm_t00000477-RA	32.02	18.88	27.12	26.0066666666667	6.64037147555266
Sm_t00000478-RA	8.07	32.92	31.16	24.05	13.8670364534027
Sm_t00000479-RA	30	48.84	46.97	41.9366666666667	10.3796547791019
Sm_t00000480-RA	31.91	26.56	39.32	32.5966666666667	6.4076542769826
Sm_t00000481-RA	26.08	21.96	36.16	28.0666666666667	7.30548652269877
Sm_t00000483-RA	14.71	5.48	11.11	10.4333333333333	4.65205689274469
Sm_t00000486-RA	10.43	11.59	25.07	15.6966666666667	8.13823895774346
Sm_t00000488-RA	4.94	7.96	6.17	6.35666666666667	1.51862876745218
Sm_t00000489-RA	3.13	7.72	8.73	6.52666666666667	2.98463286407781
Sm_t00000490-RA	47.96	50.9	54.25	51.0366666666667	3.14722629204405
Sm_t00000493-RA	20.17	21.94	18.8	20.3033333333333	1.57424055764465
Sm_t00000494-RA	28.84	29.3	32.67	30.27	2.09114801006529
Sm_t00000495-RA	28.94	30.93	34.13	31.3333333333333	2.61840282105969
Sm_t00000498-RA	26.37	26.03	30.67	27.69	2.58634877771734
Sm_t00000499-RA	27.43	27.02	25.01	26.4866666666667	1.29515764806194
Sm_t00000500-RA	21.28	23.41	14.18	19.6233333333333	4.83287009274337
Sm_t00000501-RA	61.8	60.04	58.69	60.1766666666667	1.55949778240731
Sm_t00000502-RA	14.56	8.87	16.69	13.3733333333333	4.04280018469048
Sm_t00000503-RA	15.14	16.5	27.36	19.6666666666667	6.69723325958812
Sm_t00000504-RA	14.79	15.85	9.26	13.3	3.53865793769333
Sm_t00000507-RA	100	100	52.38	84.1266666666667	27.49341981881
Sm_t00000508-RA	21.84	24.5	55.21	33.85	18.5460534885458
Sm_t00000509-RA	18.1	9.32	14.87	14.0966666666667	4.4407919714093
Sm_t00000511-RA	32.24	21.01	29.08	27.4433333333333	5.79113402826539
Sm_t00000512-RA	7.28	10.04	8.27	8.53	1.39824890488067
Sm_t00000513-RA	28.19	19.78	24.22	24.0633333333333	4.20718829306858
Sm_t00000514-RA	44.24	36.82	30.47	37.1766666666667	6.89192522691108
Sm_t00000516-RA	13.49	11.41	14.3	13.0666666666667	1.49078279213752
Sm_t00000520-RA	11.43	14.4	28.15	17.9933333333333	8.92040544668981
Sm_t00000522-RA	43.87	60.83	56.19	53.63	8.7650213918735
Sm_t00000525-RA	29.41	28.84	36.93	31.7266666666667	4.51522240131462
Sm_t00000526-RA	23.16	31.92	22.61	25.8966666666667	5.22360348163347
Sm_t00000527-RA	49	46.8	15.04	36.9466666666667	19.0035926427961
Sm_t00000528-RA	20	60	60	46.6666666666667	23.094010767585
Sm_t00000529-RA	20	36	12.5	22.8333333333333	12.0034717200206
Sm_t00000530-RA	8.56	18.38	17.33	14.7566666666667	5.39208988550203
Sm_t00000533-RA	43.04	48.39	31.4	40.9433333333333	8.6868885875976
Sm_t00000534-RA	14.6	16.2	8.97	13.2566666666667	3.79758256438663
Sm_t00000539-RA	52.4	66.38	50.64	56.4733333333333	8.62443814595092
Sm_t00000541-RA	70.73	61.39	64.78	65.6333333333333	4.72811096880491
Sm_t00000542-RA	25.22	11.46	22.25	19.6433333333333	7.24088622568628
Sm_t00000544-RA	85.1	77.79	76	79.63	4.82096463376366
Sm_t00000546-RA	16.08	19.82	26.87	20.9233333333333	5.47896279722114
Sm_t00000548-RA	35.67	39.53	35.7	36.9666666666667	2.2199624621451
Sm_t00000550-RA	41.8	41.82	52.67	45.43	6.2700318978455
Sm_t00000552-RA	10.75	11.7	17.69	13.38	3.76267192298239
Sm_t00000553-RA	12.13	8.86	16.18	12.39	3.66691968823971
Sm_t00000554-RA	22.61	12.48	16.37	17.1533333333333	5.11022830540215
Sm_t00000556-RA	12.44	4.18	11.73	9.45	4.57773961688517
Sm_t00000557-RA	22.83	25.43	14.53	20.93	5.69297813099611
Sm_t00000558-RA	5.61	13.13	18.36	12.3666666666667	6.40918351534213
Sm_t00000559-RA	10.34	19.69	22.49	17.5066666666667	6.36245497691994
Sm_t00000561-RA	11.24	18.62	26.96	18.94	7.86488397880096
Sm_t00000562-RA	23.24	28.75	34.09	28.6933333333333	5.4252219616651
Sm_t00000564-RA	18.1	21.64	5.77	15.17	8.33084029375189
Sm_t00000565-RA	28.29	31.6	38.57	32.82	5.24746605515462
Sm_t00000566-RA	2.17	12	46.61	20.26	23.3430739192592
Sm_t00000567-RA	2.7	7.69	18.75	9.71333333333333	8.21407531821649
Sm_t00000568-RA	19.47	13.07	21.34	17.96	4.33685369824715
Sm_t00000569-RA	66.92	60.46	71.83	66.4033333333333	5.70258128686767
Sm_t00000570-RA	31.45	37.37	35.49	34.77	3.02496280968874
Sm_t00000572-RA	28.66	31.79	29.52	29.99	1.61706524296331
Sm_t00000575-RA	6.19	7.2	9.11	7.5	1.48293627644616
Sm_t00000586-RA	7.69	21.88	13.16	14.2433333333333	7.15676137183107
